,fname,lname,g,pts,trb,ast,fgp,fg3p,ftp,efgp,per,ws
2438,Nikoloz,Tskitishvili,172,2.9,1.8,0.7,30.4,23.5,73.0,33.8,5.2,-1.6
2439,Al,Tucker,352,10.1,4.9,1.0,45.6,37.1,72.7,46.1,13.1,11.1
2440,Alando,Tucker,352,10.1,4.9,1.0,45.6,37.1,72.7,46.1,13.1,11.1
2441,Anthony,Tucker,62,3.9,2.7,1.1,45.7,0.0,61.4,45.7,9.2,0.6
2442,Trent,Tucker,756,8.2,2.0,2.0,46.1,40.8,75.4,51.2,12.9,34.3
2443,Ronny,Turiaf,473,4.7,3.7,1.3,53.3,0.0,63.6,53.3,13.8,19.2
2444,Mirsad,Turkcan,17,1.9,1.9,0.3,36.8,0.0,62.5,36.8,11.1,0.0
2445,Hedo,Turkoglu,997,11.1,4.0,2.8,42.6,38.4,78.4,49.5,14.3,63.3
2446,Andre,Turner,170,4.5,1.5,3.1,42.2,23.7,76.4,43.2,12.0,1.8
2447,Elston,Turner,505,4.7,2.7,1.8,43.2,15.2,71.4,43.3,9.6,8.5
2448,Henry,Turner,41,3.2,1.8,1.1,32.1,23.1,48.9,34.0,2.2,-0.6
2449,Jeff,Turner,612,6.0,3.3,1.0,46.7,34.4,76.9,47.8,8.4,8.9
2450,John,Turner,42,2.8,1.9,0.3,43.9,-,52.5,43.9,7.8,-0.1
2451,Wayne,Turner,3,1.3,1.0,1.7,16.7,-,33.3,16.7,-1.7,-0.1
2452,Mel,Turpin,361,8.5,4.6,0.5,51.6,11.1,77.7,51.6,14.3,13.7
2453,Dave,Twardzik,536,9.3,2.4,3.4,52.7,24.5,82.1,52.9,13.8,33.4
2454,Jeremy,Tyler,104,3.6,2.6,0.2,45.0,0.0,55.7,45.0,11.1,0.3
2455,Terry,Tyler,871,10.2,5.4,1.2,48.4,12.2,70.3,48.5,14.6,40.8
2456,Edwin,Ubiles,4,3.5,2.5,0.3,27.8,20.0,100.0,30.6,7.3,0.0
2457,Ekpe,Udoh,384,3.5,2.9,0.7,45.3,0.0,71.8,45.3,12.0,10.4
2458,Ime,Udoka,316,5.2,2.9,1.0,41.7,35.6,70.5,49.2,10.8,8.8
2459,Beno,Udrih,831,8.4,2.1,3.4,46.3,34.9,83.3,50.2,14.0,31.4
2460,Roko,Ukic,85,4.0,0.9,1.9,38.7,18.9,74.6,40.7,10.0,-0.2
2461,Tyler,Ulis,133,7.5,1.7,4.0,40.3,28.0,80.8,43.5,11.3,0.5
2462,Wes,Unseld,984,10.8,14.0,3.9,50.9,50.0,63.3,50.9,16.0,110.1
2463,Kelvin,Upshaw,120,5.4,1.2,2.1,45.3,23.7,79.5,46.5,13.1,1.6
2464,Ben,Uzoh,60,4.0,2.1,2.2,39.5,33.3,58.7,40.1,13.0,0.7
2465,Darnell,Valentine,620,8.7,2.1,5.0,43.7,26.1,78.7,44.2,14.0,22.1
2466,Ron,Valentine,24,3.5,1.3,0.3,37.8,50.0,47.4,38.3,10.3,-0.3
2467,Log,Vander Velden,15,0.6,0.4,0.1,21.4,0.0,75.0,21.4,1.8,-0.1
2468,Kiki,Vandeweghe,810,19.7,3.4,2.1,52.5,36.8,87.2,53.4,18.4,75.6
2469,Nick,Vanos,68,3.3,3.5,0.9,38.3,0.0,56.1,38.3,7.7,-0.1
2470,David,Vanterpool,22,5.5,1.7,3.0,41.8,0.0,60.0,41.8,10.9,0.0
2471,Ratko,Varda,1,5.0,1.0,0.0,66.7,-,100.0,66.7,15.0,0.0
2472,Anderson,Varejao,627,7.3,7.2,1.2,51.0,2.4,63.1,51.1,15.6,46.4
2473,Jarvis,Varnado,37,2.9,1.9,0.4,58.2,-,51.8,58.2,11.5,0.7
2474,Greivis,Vasquez,401,9.0,2.5,4.8,41.8,34.9,81.7,48.0,13.7,12.6
2475,Charles,Vaughn,491,11.9,2.5,2.1,39.2,30.1,73.8,42.0,12.1,18.0
2476,David,Vaughn,93,10.7,9.8,1.5,42.1,0.0,54.9,42.1,13.6,1.6
2477,Jacque,Vaughn,776,4.5,1.3,2.5,42.9,35.2,77.9,44.5,10.1,15.4
2478,Rashad,Vaughn,139,3.0,1.1,0.5,33.7,31.3,69.2,42.4,5.9,-0.6
2479,Loy,Vaught,689,10.1,7.1,0.9,50.4,24.4,71.8,50.6,15.4,35.8
2480,Bob,Verga,342,20.2,3.9,2.9,43.8,29.6,74.9,44.9,17.5,19.7
2481,Peter,Verhoeven,282,3.5,2.3,0.5,50.5,25.0,68.9,50.5,10.3,5.2
2482,Jan,Vesely,162,3.6,3.5,0.6,52.1,0.0,40.8,52.1,10.9,4.0
2483,Gundars,Vetra,13,3.5,0.6,0.5,47.5,100.0,66.7,51.3,13.6,0.1
2484,Joao,Vianna,1,2.0,0.0,2.0,50.0,-,-,50.0,1.0,0.0
2485,Charlie,Villanueva,656,10.4,4.6,0.8,43.5,34.1,77.2,49.4,16.0,22.6
2486,Jay,Vincent,576,15.2,5.5,2.0,47.4,14.8,78.4,47.4,15.9,27.5
2487,Sam,Vincent,396,7.8,2.1,3.9,44.9,18.2,86.3,45.2,14.1,10.9
2488,Fred,Vinson,13,1.3,0.1,0.1,25.0,23.1,66.7,31.3,-2.0,-0.2
2489,Gary,Voce,1,2.0,2.0,0.0,33.3,-,-,33.3,19.2,0.0
2490,Alexander,Volkov,149,6.8,2.6,2.2,45.5,33.3,61.3,48.3,14.1,4.5
2491,Jake,Voskuhl,450,4.0,3.4,0.5,48.7,33.3,71.4,48.8,10.8,11.6
2492,Danny,Vranes,510,5.1,3.9,1.2,49.6,10.5,57.0,49.6,9.3,15.3
2493,Slavko,Vranes,1,0.0,0.0,0.0,0.0,-,-,0.0,-20.4,0.0
2494,Stojko,Vrankovic,170,2.8,3.0,0.3,47.7,-,59.8,47.7,9.7,1.3
2495,Brett,Vroman,11,3.1,2.3,0.8,37.0,0.0,73.7,37.0,11.8,0.1
2496,Jackson,Vroman,87,3.3,3.0,0.6,40.8,0.0,58.0,40.8,8.2,0.0
2497,Sasha,Vujacic,581,5.3,1.9,1.3,39.0,36.7,85.8,48.7,11.5,16.0
2498,Dwyane,Wade,1054,22.0,4.7,5.4,48.0,29.3,76.5,49.5,23.5,120.7
2499,Mark,Wade,12,0.7,1.3,3.0,15.0,0.0,50.0,15.0,4.9,-0.3
2500,Von,Wafer,200,5.3,1.2,0.7,42.0,32.5,75.1,47.5,11.8,3.3
2501,Milt,Wagner,53,4.1,0.7,1.4,42.2,29.6,87.5,44.1,10.6,0.4
2502,Granville,Waiters,249,2.4,2.2,0.5,45.8,0.0,55.9,45.8,8.3,1.9
2503,Andre,Wakefield,81,2.3,1.0,0.9,35.4,-,70.8,35.4,4.4,-1.1
2504,Darrell,Walker,720,8.9,4.4,4.6,43.5,5.9,71.3,43.5,13.7,27.4
2505,Foots,Walker,658,6.4,2.6,4.7,43.5,22.7,76.2,43.6,13.7,31.0
2506,Kemba,Walker,448,7.0,4.0,0.7,48.5,20.6,74.9,48.7,11.9,17.9
2507,Kenny,Walker,448,7.0,4.0,0.7,48.5,20.6,74.9,48.7,11.9,17.9
2508,Samaki,Walker,445,5.3,4.7,0.6,46.2,11.1,63.0,46.2,12.7,14.2
2509,Wally,Walker,565,7.0,3.1,1.5,46.7,20.0,64.3,46.7,11.4,12.9
2510,John,Wall,573,19.0,4.3,9.2,43.3,32.4,78.1,46.2,19.4,44.3
2511,Ben,Wallace,1088,5.7,9.6,1.3,47.4,13.7,41.4,47.5,15.5,93.5
2512,Gerald,Wallace,832,11.9,5.8,2.1,46.9,31.2,70.9,49.6,16.3,59.7
2513,John,Wallace,381,7.6,2.8,0.7,46.2,30.0,74.0,46.5,14.0,6.4
2514,Rasheed,Wallace,1109,14.4,6.7,1.8,46.7,33.6,72.1,50.7,17.0,105.1
2515,Dwight,Waller,20,2.0,2.7,0.3,37.8,0.0,46.2,37.8,7.1,0.1
2516,Jamie,Waller,9,4.7,1.4,0.3,40.0,0.0,55.6,40.0,7.1,-0.2
2517,Matt,Walsh,2,1.0,0.0,0.0,100.0,-,0.0,100.0,-2.4,0.0
2518,Rex,Walters,335,4.6,1.2,1.7,44.1,36.1,80.9,51.4,11.2,6.3
2519,Bill,Walton,468,13.3,10.5,3.4,52.1,0.0,66.0,52.1,20.0,39.3
2520,Lloyd,Walton,341,4.2,1.1,3.6,45.4,25.0,71.1,45.5,11.4,5.2
2521,Luke,Walton,564,4.7,2.8,2.3,42.9,32.6,71.5,46.6,11.7,13.5
2522,Charlie,Ward,630,6.3,2.6,4.0,40.8,36.4,77.1,50.2,13.8,33.0
2523,Henry,Ward,88,4.7,2.0,0.5,44.4,26.1,70.5,45.2,11.3,0.6
2524,Casper,Ware,9,5.3,1.0,1.1,42.9,33.3,83.3,51.2,13.0,0.2
2525,Jim,Ware,64,2.3,2.4,0.2,29.3,-,64.2,29.3,6.8,-1.0
2526,Ben,Warley,436,8.5,5.6,0.8,41.8,28.4,75.1,43.4,14.0,16.4
2527,Bob,Warlick,186,7.9,3.0,2.1,40.1,0.0,60.3,40.1,11.9,0.8
2528,Jameel,Warney,3,5.7,3.0,0.0,58.3,-,60.0,58.3,22.5,0.1
2529,Willie,Warren,19,1.9,0.6,1.4,37.1,33.3,75.0,44.3,10.8,0.2
2530,Bryan,Warrick,169,4.0,1.3,2.6,44.3,20.8,74.7,44.7,9.0,1.6
2531,Hakim,Warrick,526,9.4,4.0,0.8,49.0,19.1,72.6,49.3,15.5,20.4
2532,Chris,Washburn,72,3.1,2.4,0.3,41.2,0.0,43.9,41.2,7.6,-0.6
2533,Julian,Washburn,18,2.2,2.3,0.8,33.3,20.8,75.0,38.5,6.5,0.1
2534,Bobby,Washington,118,5.9,2.0,3.5,39.7,-,77.6,39.7,14.4,2.1
2535,Darius,Washington,18,2.9,1.1,0.8,43.8,33.3,53.8,47.9,9.0,0.0
2536,Duane,Washington,19,2.8,1.3,2.1,38.3,50.0,80.0,40.4,13.4,0.4
2537,Eric,Washington,104,6.9,2.1,1.0,40.2,34.6,75.7,46.1,9.5,0.1
2538,Kermit,Washington,507,9.2,8.3,1.4,52.6,0.0,65.6,52.6,16.0,36.0
2539,Richard,Washington,351,9.8,6.3,1.2,45.3,25.0,71.1,45.3,13.3,10.8
2540,Darryl,Watkins,14,2.5,2.8,0.2,41.4,-,47.8,41.4,6.5,-0.1
2541,Earl,Watson,878,6.4,2.3,4.4,41.1,32.4,70.3,46.0,12.1,19.2
2542,Jamie,Watson,102,3.2,1.5,1.1,46.8,31.6,69.4,49.1,9.2,1.2
2543,Maalik,Wayns,29,2.7,0.3,1.0,30.0,22.6,89.5,33.9,5.7,-0.3
2544,David,Wear,2,0.0,1.0,0.5,0.0,0.0,-,0.0,2.4,0.0
2545,Travis,Wear,68,4.0,2.1,0.7,38.8,36.4,82.4,43.8,8.1,-0.1
2546,Clar.,Weatherspoon,915,11.5,7.5,1.5,47.1,19.6,74.3,47.2,15.6,58.4
2547,Nick,Weatherspoon,453,9.0,4.9,0.9,45.5,-,71.3,45.5,12.8,15.2
2548,Kyle,Weaver,73,5.0,2.2,1.6,44.1,35.3,73.6,51.0,10.3,1.5
2549,James,Webb III,10,1.6,2.4,0.4,25.0,21.1,-,33.3,2.2,-0.1
2550,Marcus,Webb,9,4.3,1.1,0.2,52.0,0.0,61.9,52.0,20.1,0.1
2551,Spud,Webb,814,9.9,2.1,5.3,45.2,31.4,84.8,47.7,15.1,40.2
2552,Chris,Webber,831,20.7,9.8,4.2,47.9,29.9,64.9,48.7,20.9,84.7
2553,Briante,Weber,45,3.2,1.9,1.4,40.8,19.2,73.3,42.6,10.1,0.6
2554,Jeff,Webster,11,1.6,0.6,0.3,34.8,33.3,-,39.1,7.0,0.0
2555,Martell,Webster,617,7.0,6.8,1.2,48.8,28.6,62.1,48.8,13.8,29.4
2556,Marvin,Webster,617,7.0,6.8,1.2,48.8,28.6,62.1,48.8,13.8,29.4
2557,Scott,Wedman,906,13.2,4.8,2.0,48.1,33.5,79.4,48.5,14.2,53.7
2558,Sonny,Weems,183,6.5,2.2,1.4,46.5,28.3,70.2,48.0,10.1,0.0
2559,Brant,Weidner,8,1.0,1.4,0.0,22.2,-,100.0,22.2,5.4,0.0
2560,Bonzi,Wells,591,12.1,4.6,2.1,46.0,32.7,69.7,47.9,16.1,29.4
2561,Bubba,Wells,39,3.3,1.7,0.9,41.4,16.7,72.1,41.8,11.1,0.1
2562,Chris,Welp,109,3.3,2.4,0.4,44.6,0.0,68.1,44.6,8.7,1.0
2563,Jiri,Welsch,247,6.1,2.4,1.5,40.3,34.3,75.2,44.9,11.2,5.7
2564,Thomas,Welsh,11,1.6,0.4,0.5,53.8,42.9,50.0,65.4,16.1,0.1
2565,Bill,Wennington,720,4.6,3.0,0.6,45.9,13.9,78.7,46.0,10.9,17.7
2566,Matt,Wenstrom,11,1.6,1.1,0.0,60.0,-,60.0,60.0,15.6,0.1
2567,Robert,Werdann,47,2.1,1.7,0.2,37.8,0.0,57.4,37.8,9.8,0.1
2568,David,Wesley,949,12.5,2.5,4.4,42.4,36.8,78.6,48.0,14.2,61.3
2569,David,West,1034,13.6,6.4,2.2,49.5,26.5,81.7,49.8,18.6,85.9
2570,Delonte,West,432,9.7,2.9,3.6,44.8,37.2,82.6,50.1,13.9,24.5
2571,Doug,West,676,9.6,2.5,1.9,48.1,19.1,80.1,48.4,11.5,17.7
2572,Mario,West,1090,5.7,4.9,0.4,58.0,0.0,56.8,58.0,12.0,41.9
2573,Mark,West,1090,5.7,4.9,0.4,58.0,0.0,56.8,58.0,12.0,41.9
2574,Paul,Westphal,823,15.6,1.9,4.4,50.4,27.5,82.0,50.6,19.4,67.7
2575,Robert,Whaley,23,2.1,1.9,0.7,40.4,-,50.0,40.4,7.6,0.0
2576,Ennis,Whatley,385,5.6,1.8,4.6,46.8,9.7,75.5,46.9,13.0,9.6
2577,DeJuan,Wheat,80,3.3,0.7,1.6,38.3,39.0,70.0,44.4,12.9,0.5
2578,Clinton,Wheeler,87,2.9,0.8,1.8,48.9,0.0,74.1,48.9,12.3,1.1
2579,Tyson,Wheeler,1,4.0,0.0,2.0,100.0,100.0,50.0,150.0,76.1,0.1
2580,Andrew,White III,15,4.6,2.3,0.4,34.2,36.7,25.0,46.6,5.8,-0.1
2581,DJ,White,138,5.9,3.2,0.6,50.7,33.3,72.0,50.7,14.5,3.8
2582,Eric,White,55,6.1,2.4,0.5,52.5,100.0,79.8,52.7,12.5,1.3
2583,Hubie,White,120,4.8,2.2,0.9,36.6,18.0,70.6,37.3,8.5,-0.8
2584,Jahidi,White,334,5.9,5.8,0.2,51.0,0.0,53.4,51.0,14.2,10.4
2585,James,White,334,5.9,5.8,0.2,51.0,0.0,53.4,51.0,14.2,10.4
2586,Jojo,White,837,17.2,4.0,4.9,44.4,16.7,83.4,44.4,14.2,54.0
2587,Okaro,White,44,2.7,2.2,0.5,38.1,34.0,88.0,45.7,7.6,0.8
2588,Randy,White,281,7.4,4.9,0.6,40.1,19.3,70.7,40.8,11.0,1.9
2589,Rodney,White,324,7.4,2.3,0.7,50.6,7.7,68.1,50.6,12.4,6.5
2590,Rory,White,324,7.4,2.3,0.7,50.6,7.7,68.1,50.6,12.4,6.5
2591,Royce,White,324,7.4,2.3,0.7,50.6,7.7,68.1,50.6,12.4,6.5
2592,Rudy,White,124,3.1,1.0,0.9,40.8,0.0,74.2,40.8,9.2,0.2
2593,Tony,White,49,5.3,0.6,1.2,44.6,0.0,72.2,44.6,9.4,-0.3
2594,Willie,White,82,3.7,1.0,1.0,43.2,31.3,74.1,44.9,13.2,0.3
2595,Isaiah,Whitehead,89,7.2,2.4,2.4,41.1,30.5,78.8,45.4,7.9,-0.9
2596,Jerome,Whitehead,679,6.5,4.8,0.6,49.7,0.0,71.8,49.7,12.0,16.4
2597,Donald,Whiteside,30,2.0,0.4,1.2,33.3,32.4,64.7,43.9,7.2,0.1
2598,Dwayne,Whitfield,8,5.0,3.1,0.3,43.3,-,63.6,43.3,9.3,0.0
2599,Charles,Whitney,579,6.5,1.4,2.8,39.5,36.1,87.5,48.3,13.8,21.2
2600,Chris,Whitney,579,6.5,1.4,2.8,39.5,36.1,87.5,48.3,13.8,21.2
2601,Shayne,Whittington,27,2.5,1.5,0.3,45.3,12.5,76.0,46.2,16.5,0.4
2602,Sidney,Wicks,760,16.8,8.7,3.2,45.9,0.0,68.5,45.9,16.2,42.4
2603,Mitchell,Wiggins,389,10.0,3.2,1.6,46.0,19.2,75.5,46.2,13.8,15.2
2604,Ken,Wilburn,54,3.9,3.9,0.5,39.1,-,50.6,39.1,13.5,0.1
2605,Chris,Wilcox,628,8.2,4.9,0.7,54.1,0.0,64.3,54.1,15.5,26.9
2606,Gene,Wiley,309,4.2,7.2,0.8,46.9,-,50.6,46.9,9.3,8.3
2607,Jacob,Wiley,5,0.8,2.2,0.4,25.0,50.0,50.0,37.5,8.2,0.1
2608,Michael,Wiley,94,7.4,2.6,0.7,56.1,0.0,70.9,56.1,17.0,2.9
2609,Morlon,Wiley,295,3.7,1.2,2.4,41.2,35.4,70.7,47.5,10.6,2.7
2610,Bob,Wilkerson,536,10.1,4.2,3.4,42.5,16.7,75.1,42.6,11.1,8.2
2611,Jamaal,Wilkes,828,17.7,6.2,2.5,49.9,13.5,75.9,50.0,16.5,71.3
2612,James,Wilkes,828,17.7,6.2,2.5,49.9,13.5,75.9,50.0,16.5,71.3
2613,Damien,Wilkins,12,1.2,0.3,0.2,25.0,0.0,85.7,25.0,-1.3,-0.1
2614,Dominique,Wilkins,1074,24.8,6.7,2.5,46.1,31.9,81.1,47.8,21.6,117.5
2615,Eddielee,Wilkins,322,4.8,3.1,0.2,47.0,0.0,56.4,47.0,10.2,2.5
2616,Gerald,Wilkins,900,13.0,2.9,3.0,45.0,31.6,74.5,47.0,13.0,33.9
2617,Jeff,Wilkins,454,7.9,5.7,1.0,45.9,0.0,74.3,45.9,10.5,8.8
2618,Dale,Wilkinson,12,1.2,0.3,0.2,25.0,0.0,85.7,25.0,-1.3,-0.1
2619,Mike,Wilks,233,2.5,1.0,1.2,40.2,32.1,74.1,43.3,10.0,2.5
2620,Matt,Williams Jr.,818,13.2,2.8,4.9,43.4,37.8,87.1,49.3,15.0,40.0
2621,Aaron,Williams,715,5.8,3.9,0.7,49.3,6.3,74.0,49.3,13.9,28.7
2622,Alan,Williams,11,3.9,2.4,0.5,44.2,-,50.0,44.2,15.3,0.0
2623,Alvin,Williams,11,3.9,2.4,0.5,44.2,-,50.0,44.2,15.3,0.0
2624,Arthur,Williams,548,5.3,3.1,4.4,41.0,-,72.9,41.0,13.6,17.7
2625,Bernie,Williams,283,9.3,1.8,2.0,40.6,23.2,82.4,41.2,11.2,1.7
2626,Brandon,Williams,18,2.3,1.0,0.2,29.8,30.0,50.0,32.5,1.9,-0.4
2627,Buck,Williams,1307,12.8,10.0,1.3,54.9,16.7,66.4,54.9,15.3,120.1
2628,Chuck,Williams,372,16.2,3.1,2.7,39.0,26.4,71.3,40.7,11.0,5.7
2629,Chuckie,Williams,372,16.2,3.1,2.7,39.0,26.4,71.3,40.7,11.0,5.7
2630,Corey,Williams,39,2.4,0.9,0.7,36.7,25.0,82.6,37.2,9.1,0.2
2631,Deron,Williams,845,16.3,3.1,8.1,44.5,35.7,82.2,49.8,18.2,77.3
2632,Derrick,Williams,845,16.3,3.1,8.1,44.5,35.7,82.2,49.8,18.2,77.3
2633,Elliot,Williams,109,4.9,1.5,0.9,42.1,31.0,66.9,48.0,9.5,0.7
2634,Eric,Williams,658,8.6,3.3,1.4,41.5,31.8,73.6,44.0,11.7,23.2
2635,Frank,Williams,323,14.7,1.6,1.6,46.7,33.1,82.4,48.2,17.9,10.0
2636,Freeman,Williams,323,14.7,1.6,1.6,46.7,33.1,82.4,48.2,17.9,10.0
2637,Gus,Williams,825,17.1,2.7,5.6,46.1,23.8,75.6,46.5,18.5,67.9
2638,Guy,Williams,825,17.1,2.7,5.6,46.1,23.8,75.6,46.5,18.5,67.9
2639,Herb,Williams,1102,10.8,5.9,1.7,46.7,9.5,69.6,46.8,13.6,36.1
2640,Hot Rod,Williams,887,11.0,6.8,1.8,48.0,10.5,72.6,48.0,15.6,70.5
2641,Jason,Williams,475,7.3,7.5,0.6,44.0,12.5,60.6,44.0,15.1,20.0
2642,Jawad,Williams,475,7.3,7.5,0.6,44.0,12.5,60.6,44.0,15.1,20.0
2643,Jay,Williams,475,7.3,7.5,0.6,44.0,12.5,60.6,44.0,15.1,20.0
2644,Jayson,Williams,475,7.3,7.5,0.6,44.0,12.5,60.6,44.0,15.1,20.0
2645,Jerome,Williams,587,6.6,6.4,0.8,50.2,3.8,64.5,50.2,15.9,37.9
2646,John,Williams,516,17.5,2.5,2.8,45.8,23.4,82.6,45.9,14.4,23.6
2647,Johnathan,Williams,516,17.5,2.5,2.8,45.8,23.4,82.6,45.9,14.4,23.6
2648,Jordan,Williams,516,17.5,2.5,2.8,45.8,23.4,82.6,45.9,14.4,23.6
2649,Justin,Williams,49,3.4,3.3,0.0,57.3,0.0,34.8,57.3,16.2,1.1
2650,Kenny,Williams,260,4.9,1.4,1.2,43.5,7.7,80.5,43.6,10.6,2.6
2651,Kenrich,Williams,260,4.9,1.4,1.2,43.5,7.7,80.5,43.6,10.6,2.6
2652,Kevin,Williams,260,4.9,1.4,1.2,43.5,7.7,80.5,43.6,10.6,2.6
2653,Lorenzo,Williams,253,3.0,6.3,1.0,46.9,0.0,37.7,46.9,10.2,7.3
2654,Lou,Williams,253,3.0,6.3,1.0,46.9,0.0,37.7,46.9,10.2,7.3
2655,Marcus,Williams,818,13.2,2.8,4.9,43.4,37.8,87.1,49.3,15.0,40.0
2656,Marcus,Williams,818,13.2,2.8,4.9,43.4,37.8,87.1,49.3,15.0,40.0
2657,Marvin,Williams,818,13.2,2.8,4.9,43.4,37.8,87.1,49.3,15.0,40.0
2658,Micheal,Williams,72,3.6,0.9,1.9,43.7,-,67.4,43.7,12.2,0.8
2659,Mike,Williams,72,3.6,0.9,1.9,43.7,-,67.4,43.7,12.2,0.8
2660,Milt,Williams,72,3.6,0.9,1.9,43.7,-,67.4,43.7,12.2,0.8
2661,Mo,Williams,456,6.3,2.8,1.2,48.1,11.1,66.5,48.2,12.8,11.4
2662,Monty,Williams,456,6.3,2.8,1.2,48.1,11.1,66.5,48.2,12.8,11.4
2663,Pete,Williams,58,2.6,2.5,0.3,60.2,-,42.5,60.2,11.4,1.4
2664,Ray,Williams,655,15.5,3.6,5.8,45.1,23.7,80.2,45.6,17.3,37.1
2665,Reggie,Williams,599,12.5,4.0,2.5,43.7,29.8,78.4,46.4,14.2,26.0
2666,Reggie,Williams,599,12.5,4.0,2.5,43.7,29.8,78.4,46.4,14.2,26.0
2667,Rickey,Williams,44,3.3,0.9,0.8,41.5,0.0,66.0,41.5,9.6,-0.1
2668,Scott,Williams,746,5.1,4.7,0.6,46.7,11.1,72.1,46.8,13.3,26.4
2669,Sean,Williams,137,4.2,3.4,0.3,51.1,0.0,62.4,51.1,12.4,3.0
2670,Shammond,Williams,325,5.8,1.6,2.4,40.1,36.6,79.8,47.7,13.3,8.8
2671,Shawne,Williams,325,5.8,1.6,2.4,40.1,36.6,79.8,47.7,13.3,8.8
2672,Shelden,Williams,325,5.8,1.6,2.4,40.1,36.6,79.8,47.7,13.3,8.8
2673,Sly,Williams,305,10.9,4.2,2.0,47.8,16.2,69.2,48.0,16.0,13.4
2674,Terrence,Williams,153,7.1,3.6,2.4,41.2,31.7,65.9,43.9,11.5,-0.2
2675,Travis,Williams,47,3.2,2.4,0.5,47.0,0.0,54.0,47.0,13.0,0.5
2676,Troy,Williams,47,3.2,2.4,0.5,47.0,0.0,54.0,47.0,13.0,0.5
2677,Corliss,Williamson,39,2.4,0.9,0.7,36.7,25.0,82.6,37.2,9.1,0.2
2678,John,Williamson,516,17.5,2.5,2.8,45.8,23.4,82.6,45.9,14.4,23.6
2679,Kevin,Willis,260,4.9,1.4,1.2,43.5,7.7,80.5,43.6,10.6,2.6
2680,Bill,Willoughby,488,6.0,3.9,0.8,47.0,27.0,75.0,47.2,11.8,13.3
2681,Dedric,Willoughby,25,7.6,2.0,2.6,34.1,29.6,76.5,42.2,12.2,0.4
2682,Isaiah,Wilson,78,4.6,1.1,1.4,39.0,37.5,76.7,39.4,13.3,-0.1
2683,Jamil,Wilson,70,5.2,2.7,0.6,37.8,42.9,65.2,38.6,9.8,0.4
2684,Mike,Wilson,32,3.4,1.1,1.4,43.8,0.0,75.0,43.8,10.1,0.3
2685,Nikita,Wilson,15,1.3,0.7,0.2,30.4,-,83.3,30.4,2.3,-0.1
2686,Othell,Wilson,127,4.2,1.7,3.3,45.4,17.6,74.6,46.0,11.3,1.4
2687,Rick,Wilson,66,2.9,1.2,1.3,39.3,-,56.0,39.3,9.0,0.2
2688,Ricky,Wilson,66,2.9,1.2,1.3,39.3,-,56.0,39.3,9.0,0.2
2689,Trevor,Wilson,103,5.7,3.4,1.0,45.6,0.0,56.7,45.6,11.3,0.8
2690,Kyle,Wiltjer,14,0.9,0.7,0.1,28.6,30.8,50.0,42.9,6.7,0.0
2691,Kennard,Winchester,122,3.4,1.1,0.4,41.5,31.7,77.9,43.1,10.2,1.1
2692,David,Wingate,740,5.6,1.9,1.9,44.5,27.2,73.8,45.5,10.0,11.7
2693,Dontonio,Wingfield,114,3.7,2.4,0.7,38.9,30.9,72.1,44.7,11.4,1.8
2694,Marv,Winkler,23,2.1,0.9,0.6,28.1,50.0,62.5,29.7,2.1,-0.4
2695,Rickie,Winslow,7,1.0,1.0,0.3,23.1,0.0,50.0,23.1,-3.4,-0.2
2696,Trevor,Winter,1,0.0,3.0,0.0,-,-,-,-,-4.3,0.0
2697,Brian,Winters,650,16.2,2.6,4.1,47.5,36.3,84.2,48.1,15.2,38.6
2698,Voise,Winters,4,1.5,0.8,0.0,23.1,0.0,-,23.1,-5.6,-0.1
2699,Willie,Wise,552,17.6,8.3,2.9,47.5,21.9,72.4,47.7,18.1,48.7
2700,Jeff,Withey,206,3.2,2.5,0.3,52.5,14.3,71.6,52.7,16.9,6.8
2701,Randy,Wittman,543,7.4,1.4,2.2,50.1,32.1,75.3,50.4,11.2,17.2
2702,Garry,Witts,46,2.9,1.3,0.8,58.3,50.0,82.5,58.9,9.5,1.1
2703,Joe,Wolf,592,4.2,3.3,1.0,42.3,16.4,77.0,42.7,7.8,3.5
2704,Ruben,Wolkowyski,41,2.0,1.1,0.1,32.5,0.0,68.4,32.5,6.0,-0.1
2705,Nate,Wolters,84,5.5,2.2,2.5,42.3,26.1,63.5,44.2,11.3,0.9
2706,Al,Wood,417,11.8,3.0,1.8,46.5,21.1,78.9,47.0,13.9,15.4
2707,David,Wood,412,3.9,2.4,0.7,44.9,33.8,78.5,49.3,10.0,10.2
2708,Howard,Wood,42,3.4,1.5,0.2,45.8,0.0,65.4,45.8,12.0,0.3
2709,Leon,Wood,274,6.4,1.2,3.2,39.2,32.6,79.2,44.9,12.6,6.7
2710,Loren,Woods,215,2.6,3.2,0.3,41.9,14.3,64.2,42.0,11.2,3.1
2711,Qyntel,Woods,167,4.1,2.3,0.6,45.2,35.7,60.3,48.1,11.1,1.4
2712,Randy,Woods,151,2.4,0.6,1.7,34.0,30.5,68.3,42.5,11.6,0.6
2713,Mike,Woodson,786,14.0,2.3,2.3,46.6,27.1,81.3,47.3,15.0,34.6
2714,Orlando,Woolridge,851,16.0,4.3,1.9,51.3,9.1,73.7,51.4,16.6,53.0
2715,Haywoode,Workman,359,5.5,2.3,3.9,41.9,32.3,76.4,45.2,12.0,10.7
2716,Tom,Workman,125,6.2,2.6,0.6,44.7,17.4,78.8,45.0,15.9,3.1
