fname,lname,school,debut_x,wt_x,ht(inches),b_city_x,b_state_x,g,pts,trb,ast,fgp,fg3p,ftp,efgp,per,ws,,,
Shea,Seals,Tulsa,1998,210lb,77,Tulsa,Oklahoma,4,1,1,0,12.5,0,50,12.5,4.9,-0.1,,,
Wayne,Selden,Kansas,2017,230lb,77,Roxbury,Massachusetts,124,7.3,2,1.5,41.6,34.3,72.3,48.5,9.2,0.1,,,
Tom,Sewell,Lamar University,1984,185lb,77,Pensacola,Florida,21,1,0.2,0.3,25,0,50,25,-2.7,-0.4,,,
Xavier,Silas,Northern Illinois,2012,205lb,77,San Antonio,Texas,4,2.8,1.5,0.8,22.2,12.5,66.7,25,-0.7,-0.1,,,
Kobi,Simmons,Arizona, MIA,166lb,77,Atlanta,Georgia,33,5.9,1.5,2.1,42.3,28.2,100,45.2,7.7,-0.2,,,
Ralph,Simpson,Michigan State,1970,200lb,77,Detroit,Michigan,705,16.7,3.7,3.3,44.9,19,76.3,45.1,16.2,29,,,
Bob,Sims,Pepperdine,1968,220lb,77,</span,],67,7.7,2.7,2.3,39.2,-,57.2,39.2,9,0.4,,,
Mckinley,Singleton,University of Alabama at Birmingham,1986,175lb,77,Memphis,Tennessee,2,2,0,0.5,66.7,0,-,66.7,13.3,0,,,
Jose,Slaughter,University of Portland,1982,205lb,77,Los Angeles,California,63,3.6,1.1,0.8,37.4,22,64.4,39.3,10.5,-0.1,,,
Otis,Smith,Jacksonville University,1986,210lb,77,Jacksonville,Florida,375,10.5,3.8,1.8,45.5,25.1,76.2,46.2,15.7,12.3,,,
Jim,Spanarkel,Duke,1979,190lb,77,Jersey City,New Jersey,259,9.7,2.5,2.2,47,25,85.5,47.3,16,12.3,,,
Latrell,Sprewell,Alabama,1992,190lb,77,Milwaukee,Wisconsin,913,18.3,4.1,4,42.5,33.7,80.4,46.4,15.1,56.3,,,
Terence,Stansbury,Temple,1984,170lb,77,Wilmgton,Delaware,192,6.3,1.4,2,44.4,22.4,77.9,45.5,9.9,2.4,,,
Larry,Steele,Kentucky,1971,180lb,77,Greencastle,Indiana,610,8.2,2.9,2.8,48.3,0,79.6,48.3,12.7,28.2,,,
DJ,Stephens,Memphis,2014,188lb,77,Killeen,Texas,4,2.3,1.3,0,44.4,-,100,44.4,12.7,0,,,
Brook,Steppe,Georgia Tech,1982,195lb,77,Chapel Hill,North Carolina,238,5.4,1.4,1.2,46.9,31,82,47.4,12.5,4.6,,,
Barry,Stevens,Iowa State,1993,195lb,77,Flt,Michigan,2,1,1,0,50,-,-,50,15.2,0,,,
Bryant,Stith,Virginia,1992,208lb,77,Emporia,Virginia,586,10.1,3.4,2,42.4,32.9,84.1,45.6,12.8,29.5,,,
DJ,Strawberry,Maryland,2007,201lb,77,New York,New York,33,2.2,0.8,0.9,31.5,24,47.4,34.8,6.2,-0.2,,,
Rodney,Stuckey,Eastern Washington,2007,210lb,77,Seattle,Washington,651,12.6,2.9,3.6,42.3,30,82.4,44.3,14.9,28.7,,,
Bob,Sura,Florida State,1995,200lb,77,Wilkes-Barre,Pennsylvania,657,8.6,3.4,3.8,41.4,32.5,68.9,46,14.3,28.3,,,
Aaron,Swinson,Auburn,1994,230lb,77,Brunswick,Georgia,9,2.7,0.9,0.3,55.6,-,80,55.6,11.7,0,,,
Earl,Tatum,Marquette,1976,185lb,77,Mount Vernon,New York,262,9.6,2.6,1.9,45.9,33.3,74.6,46,14.2,7.8,,,
Vince,Taylor,Duke,1982,180lb,77,Lexgton,Kentucky,31,3.1,1.2,1.3,36.3,-,65.6,36.3,7.6,0.1,,,
Terry,Teagle,Baylor,1982,195lb,77,Broaddus,Texas,687,11.6,2.6,1.4,46.5,21,79.2,46.7,13.7,13.4,,,
Carlos,Terry,Winston-Salem State,1980,210lb,77,Lexgton,North Carolina,94,3,2.4,1.3,43.4,0,67.2,43.4,10.4,1.5,,,
Sindarius,Thornwell,South Carolina,2017,215lb,77,Lancaster,South Carolina,137,2.5,1.3,0.6,41.5,34.2,68.9,46.1,7.6,1,,,
Trent,Tucker,Minnesota,1982,193lb,77,Tarboro,North Carolina,756,8.2,2,2,46.1,40.8,75.4,51.2,12.9,34.3,,,
Elston,Turner,Ole Miss,1981,190lb,77,Knoxville,Tennessee,505,4.7,2.7,1.8,43.2,15.2,71.4,43.3,9.6,8.5,,,
David,Vanterpool,St. Bonaventure,2001,200lb,77,Daytona Beach,Florida,22,5.5,1.7,3,41.8,0,60,41.8,10.9,0,,,
Von,Wafer,Florida State,2005,210lb,77,Homer,Louisiana,200,5.3,1.2,0.7,42,32.5,75.1,47.5,11.8,3.3,,,
Milt,Wagner,Louisville,1987,185lb,77,Camden,New Jersey,53,4.1,0.7,1.4,42.2,29.6,87.5,44.1,10.6,0.4,,,
Ben,Warley,Tennessee State,1967,200lb,77,Washgton,District of Columbia,436,8.5,5.6,0.8,41.8,28.4,75.1,43.4,14,16.4,,,
Bob,Warlick,Pepperdine,1969,200lb,77,Hickory,North Carolina,186,7.9,3,2.1,40.1,0,60.3,40.1,11.9,0.8,,,
Bryan,Warrick,Saint Joseph's,1982,195lb,77,Moses Lake,Washington,169,4,1.3,2.6,44.3,20.8,74.7,44.7,9,1.6,,,
Bonzi,Wells,Ball State University,1999,210lb,77,Muncie,Indiana,591,12.1,4.6,2.1,46,32.7,69.7,47.9,16.1,29.4,,,
Bubba,Wells,Austin Peay State University,1997,230lb,77,Russellville,Kentucky,39,3.3,1.7,0.9,41.4,16.7,72.1,41.8,11.1,0.1,,,
Elliot,Williams,Memphis,2011,190lb,77,Memphis,Tennessee,109,4.9,1.5,0.9,42.1,31,66.9,48,9.5,0.7,,,
Rick,Wilson,Louisville,1978,200lb,77,Louisville,Kentucky,66,2.9,1.2,1.3,39.3,-,56,39.3,9,0.2,,,
Ricky,Wilson,Louisville,1978,200lb,77,Louisville,Kentucky,66,2.9,1.2,1.3,39.3,-,56,39.3,9,0.2,,,
Kennard,Winchester,Averett University,1990,210lb,77,Chestertown,Maryland,122,3.4,1.1,0.4,41.5,31.7,77.9,43.1,10.2,1.1,,,
David,Wingate,Georgetown,1986,185lb,77,Baltimore,Maryland,740,5.6,1.9,1.9,44.5,27.2,73.8,45.5,10,11.7,,,
Willie,Wise,Drake University,1969,210lb,77,San Francisco,California,552,17.6,8.3,2.9,47.5,21.9,72.4,47.7,18.1,48.7,,,
Mike,Woodson,Indiana,1980,195lb,77,Indianapolis,Indiana,786,14,2.3,2.3,46.6,27.1,81.3,47.3,15,34.6,,,
Sam,Worthen,Marquette,1980,195lb,77,Brooklyn,New York,69,3.5,1.7,1.7,49.2,0,75,49.2,8.7,0.7,,,
Perry,Young,Virginia Tech,1987,210lb,77,Baltimore,Maryland,9,1.4,0.9,0.8,28.6,-,50,28.6,3,-0.1,,,
Hassan,Adams,Arizona,2006,220lb,76,Inglewood,California,73,2.5,1.2,0.2,53.4,0,64.3,53.4,11.8,0.8,,,
Danny,Ainge,BYU,1981,175lb,76,Eugene,Oregon,1042,11.5,2.7,4,46.9,37.8,84.6,51.9,14.7,71.5,,,
Jerome,Allen,Penn,1995,184lb,76,Philadelphia,Pennsylvania,117,2.9,1.1,1.7,35,31.7,63,41.1,8.5,0.2,,,
Tony,Allen,Oklahoma State,2004,213lb,76,Chicago,Illinois,820,8.1,3.5,1.3,47.5,28.2,70.9,48.7,14.2,38.7,,,
Ron,Baker,Wichita State,2016,220lb,76,Hays,Kansas,96,3.1,1.4,1.8,35.8,26.5,70.7,41.7,7.4,0.2,,,
Wade,Baldwin IV,Vanderbilt,2016,200lb,76,Belle Mead,New Jersey,56,3.1,1.2,1.4,35.5,25,77.6,38.2,7.1,-0.3,,,
Jon,Barry,Georgia Tech,1992,195lb,76,Oakland,California,821,5.7,1.8,2.2,43.4,39.2,84.8,52.4,14.7,37.2,,,
Billyray,Bates,Kentucky State University,1980,210lb,76,Kosciusko,Mississippi,187,11.7,1.7,1.9,47.4,30.3,79.6,48.3,18.1,6.9,,,
Nate,Blackwell,Temple,1987,170lb,76,Philadelphia,Pennsylvania,10,3.7,0.6,1.8,36.6,18.2,83.3,39,6.1,-0.1,,,
Antonio,Blakeney,LSU,2017,192lb,76,Watertown,New York,76,7.5,1.8,0.8,40.6,35.7,69.6,45.4,10.5,-0.6,,,
Lance,Blanks,Texas,1990,190lb,76,Del Rio,Texas,142,2,0.8,0.8,43.6,25.3,66.7,47.2,8.8,0.7,,,
Vander,Blue,Marquette,2014,200lb,76,Milwaukee,Wisconsin,10,3,1.3,1.2,30.8,15.4,33.3,33.3,1.7,-0.4,,,
Ray,Blume,Oregon State,1981,185lb,76,Valdosta,Georgia,49,4.6,0.8,1.4,45.9,22.2,64.3,46.8,9.7,-0.1,,,
Tony,Bobbitt,Cincinnati,2005,190lb,76,Daytona,Florida,2,2.5,1.5,0,40,50,-,50,11.7,0,,,
Dexter,Boney,UNLV,1997,185lb,76,Wilmgton,Delaware,8,2.4,0.8,0,31.6,16.7,75,34.2,10.2,0,,,
Jamison,Brewer,Auburn,2001,184lb,76,East Pot,Georgia,54,1.6,0.9,1,37.2,25,39.3,41.5,7,0,,,
Ron,Brewer,Arkansas,1978,180lb,76,Fort Smith,Arkansas,501,11.9,1.9,1.8,45.9,24.8,82.4,46.2,13,17.3,,,
Ronnie,Brewer,Arkansas,1978,180lb,76,Fort Smith,Arkansas,501,11.9,1.9,1.8,45.9,24.8,82.4,46.2,13,17.3,,,
David,Britton,Texas A&amp;M,1980,180lb,76,New York,New York,2,2,1,1.5,66.7,-,-,66.7,18,0,,,
Jim,Brogan,West Virginia Wesleyan College,1981,185lb,76,Ardmore,Pennsylvania,121,5.1,1.5,1.8,44.4,26.7,74.8,45.4,13.1,1.2,,,
Jabari,Brown,Missouri,2015,215lb,76,Oakland,California,19,11.9,1.9,2.1,41.2,37.1,75.3,47.9,11,0.4,,,
Jaylen,Brown,Missouri,2015,215lb,76,Oakland,California,19,11.9,1.9,2.1,41.2,37.1,75.3,47.9,11,0.4,,,
Shannon,Brown,Michigan State,2006,205lb,76,Maywood,Illinois,408,7.6,1.9,1.1,42,33.2,80.7,46.8,12.4,9.2,,,
Rick,Brunson,Temple,1997,190lb,76,Syracuse,New York,337,3.2,1.3,2.6,37.8,36.2,69.3,42.6,10.7,3.6,,,
Greg,Buckner,Clemson,2000,210lb,76,Hopksville,Kentucky,570,5,2.8,1.3,45,33.4,75.7,49.8,10.7,20.9,,,
Don,Buse,University of Evansville,1972,190lb,76,Huntgburg,Indiana,966,7.1,2.7,4.6,44,33,77.9,46.5,13.1,57.1,,,
Larry,Cannon,La Salle,1969,195lb,76,Philadelphia,Pennsylvania,213,16.6,2.9,3.6,41.1,25.7,76,41.5,14.8,7.1,,,
Austin,Carr,Notre Dame,1971,200lb,76,Washgton,District of Columbia,682,15.4,2.9,2.8,44.9,15.4,80.4,44.9,15,32.9,,,
George,Carter,St. Bonaventure,1969,210lb,76,Buffalo,New York,479,18.1,6.8,2,44.5,30.1,81.3,44.9,15.1,24.3,,,
Troy,Caupain,Cincinnati,2018,210lb,76,New York,New York,4,2.5,0.8,1,50,66.7,-,62.5,30.7,0.1,,,
John,Celestand,Villanova,1999,178lb,76,Houston,Texas,16,2.3,0.7,1.3,33.3,22.2,83.3,35.6,2.7,-0.1,,,
Rex,Chapman,Kentucky,1988,185lb,76,Bowlg Green,Kentucky,666,14.6,2.5,2.7,43,35,80,47.7,13.9,24.7,,,
Carlos,Clark,Ole Miss,1983,210lb,76,Somerville,Tennessee,93,2.4,0.9,0.7,40.7,0,80.3,40.7,9.5,0.6,,,
Gian,Clavell,Colorado State,2017,185lb,76,Caguas,Puerto Rico,7,2.9,1,0.4,33.3,40,100,50,7.4,0.1,,,
Jason,Collier,Florida State,1997,196lb,76,Jacksonville,Florida,23,2.6,0.6,0.1,38.2,45,57.1,46.4,15.3,0,,,
Art,Collins,St. Thomas University,1981,185lb,76,Sandersville,Georgia,29,3.2,1.4,0.9,35.4,0,66.7,35.4,4.3,-0.4,,,
James,Collins,Florida State,1997,196lb,76,Jacksonville,Florida,23,2.6,0.6,0.1,38.2,45,57.1,46.4,15.3,0,,,
Jarron,Collins,Florida State,1997,196lb,76,Jacksonville,Florida,23,2.6,0.6,0.1,38.2,45,57.1,46.4,15.3,0,,,
Jason,Collins,Florida State,1997,196lb,76,Jacksonville,Florida,23,2.6,0.6,0.1,38.2,45,57.1,46.4,15.3,0,,,
Lester,Conner,Oregon State,1982,180lb,76,Memphis,Tennessee,687,6.3,2.7,3.9,45.3,20.2,75.3,45.6,14.1,28.6,,,
Terry,Crosby,Tennessee,1979,195lb,76,Toledo,Ohio,4,1.5,0.3,1.8,50,-,100,50,3.5,0,,,
Jared,Cunningham,Oregon State,2012,195lb,76,Oakland,California,84,2.3,0.7,0.5,34.7,30.6,67.4,40.2,6.8,0.2,,,
Dell,Curry,Virginia Tech,1986,190lb,76,Harrisonburg,Virginia,1083,11.7,2.4,1.8,45.7,40.2,84.3,51.3,16,41.5,,,
Antonio,Daniels,Bowling Green,1997,195lb,76,Columbus,Ohio,872,7.6,1.8,3.4,44.4,31.1,79.3,47.9,14.6,47,,,
Emanual,Davis,Delaware State University,1996,195lb,76,Philadelphia,Pennsylvania,226,4.9,1.9,1.8,39.4,35.2,78.7,47.1,9.6,2.5,,,
Greg,Deane,Utah,1979,190lb,76,Tulare,California,7,1.4,0.9,0.9,18.2,100,71.4,22.7,4.5,-0.1,,,
Derrick,Dial,Eastern Michigan,2000,184lb,76,Detroit,Michigan,82,3.1,1.6,0.8,37.2,19,67.2,38.6,12.2,0.6,,,
Milton,Doyle,Loyola Chicago,2017,185lb,76,Chicago,Illinois,10,3.4,1.8,1,27.7,17.4,50,31.9,5.2,-0.1,,,
Jerry,Eaves,Louisville,1982,180lb,76,Louisville,Kentucky,168,6.7,1.2,2.5,47.2,7.1,77.3,47.2,11.8,2.6,,,
Blue,Edwards,East Carolina University,1989,200lb,76,Washgton,District of Columbia,704,10.8,3.4,2,47.5,33.5,77.9,49.9,12.8,24.2,,,
Darrell,Elston,UNC,1974,190lb,76,Tipton,Indiana,77,7.8,2.2,2.6,40.2,16.7,75.2,40.4,8.7,-0.3,,,
Jojo,English,South Carolina,1992,195lb,76,Frankfurt,Germany,50,3.6,1.1,0.9,41.6,34.4,55.6,44.7,6.4,0,,,
Jim,Farmer,Alabama,1987,190lb,76,Dothan,Alabama,136,5.3,1.4,0.8,42.8,28.2,73,44.5,10.9,0.7,,,
Joseph,Forte,UNC,2001,194lb,76,Atlanta,Georgia,25,1.2,0.7,0.7,23.4,0,80,23.4,3.2,-0.4,,,
Randy,Foye,Villanova,2006,213lb,76,Newark,New Jersey,752,10.3,2.2,2.8,40.1,36.6,85.2,48.2,12,23.5,,,
Walt,Frazier,Southern Illinois,1967,200lb,76,Atlanta,Georgia,825,18.9,5.9,6.1,49,0,78.6,49,19.1,113.5,,,
Todd,Fuller,Pepperdine,1980,180lb,76,Detroit,Michigan,15,4,2.8,1.9,36.4,0,75,36.4,6.9,-0.1,,,
Tony,Fuller,Pepperdine,1980,180lb,76,Detroit,Michigan,15,4,2.8,1.9,36.4,0,75,36.4,6.9,-0.1,,,
Terry,Furlow,Michigan State,1976,190lb,76,Flt,Michigan,239,10.7,2.1,2.4,45.9,29.3,86.2,46.5,16.2,7.3,,,
Mike,Gale,Elizabeth City State University,1971,185lb,76,Philadelphia,Pennsylvania,842,7.4,2.9,3.7,46.4,18.7,78.1,46.6,12.4,34.6,,,
Gary,Garland,DePaul,1979,180lb,76,East Orange,New Jersey,78,4.3,1.8,1.9,43.5,31.6,69.2,44.4,10.2,0.5,,,
Greg,Graham,Indiana,1993,174lb,76,Indianapolis,Indiana,207,4.5,1.1,1,40.7,29,77.5,43.7,10.6,1.3,,,
Erick,Green,Virginia Tech,2014,185lb,76,Inglewood,California,52,3.1,0.7,0.8,37.7,28.8,85.7,42,9.3,0.1,,,
Willie,Green,Detroit Mercy,2003,200lb,76,Detroit,Michigan,731,8.3,1.8,1.4,42.5,34.6,76.5,47.1,11,12.9,,,
Orien,Greene,LA-Lafayette,2005,208lb,76,Gaesville,Florida,131,2.5,1.5,1.2,38.7,21.2,64.2,40.4,6.1,-0.7,,,
Darrell,Griffith,Louisville,1980,190lb,76,Louisville,Kentucky,765,16.2,3.3,2.1,46.3,33.2,70.7,48.7,14.6,22,,,
Cliff,Hagan,Kentucky,1967,210lb,76,Owensboro,Kentucky,839,17.7,6.6,3.2,45.4,0,79.9,45.4,19.8,85.3,,,
Jerome,Harmon,Louisville,1995,190lb,76,Gary,Indiana,10,4.6,2.3,1.2,39.6,100,50,40.6,10.1,0,,,
Derek,Harper,Illinois,1983,185lb,76,Elberton,Georgia,1199,13.3,2.4,5.5,46.3,35.4,74.5,50.3,16,86.8,,,
Junior,Harrington,Wingate University,2002,180lb,76,Wagram,North Carolina,140,5.2,2.7,3.1,37.1,27.4,68.9,38.4,7.1,-0.9,,,
Kevin,Henderson,Cal State Fullerton,1987,195lb,76,Baltimore,Maryland,22,3,1.1,1.5,39.3,0,60.7,39.3,6.4,-0.2,,,
Armond,Hill,Princeton,1976,190lb,76,Brooklyn,New York,468,6.9,2,4.7,40.8,7.7,82.9,40.8,10.2,11.3,,,
Kirk,Hinrich,Kansas,2003,190lb,76,Sioux City,Iowa,879,10.9,2.9,4.8,41.1,37.5,80,48,12.8,52.5,,,
Fred,Hoiberg,Iowa State,1995,203lb,76,Lcoln,Nebraska,541,5.4,2.7,1.6,43.1,39.6,85.4,51.4,13.7,27.6,,,
Michael,Holton,UCLA,1984,185lb,76,Seattle,Washington,325,6.2,1.4,3,44.1,25.7,80.7,44.9,10.5,4.8,,,
Jaren,Jackson Jr.,Georgetown,1989,190lb,76,New Orleans,Louisiana,431,5.5,1.8,1.2,39.1,35.3,76.4,46.9,10.1,11.5,,,
Aaron,Jackson,Duquesne,2018,185lb,76,Hartford,Connecticut,1,8,3,1,33.3,25,50,38.9,2.4,0,,,
Jaren,Jackson,Georgetown,1989,190lb,76,New Orleans,Louisiana,431,5.5,1.8,1.2,39.1,35.3,76.4,46.9,10.1,11.5,,,
Jermaine,Jackson,Detroit Mercy,1999,204lb,76,Detroit,Michigan,135,1.9,1.1,1.4,40.1,15.8,71.1,40.8,8.8,1,,,
Tony,Jackson,St. John's,1967,200lb,76,Brooklyn,New York,138,15.9,5.4,2,37.5,27.5,85.1,41,17.3,10.5,,,
Sam,Jacobson,Minnesota,1999,215lb,76,Cottage Grove,Minnesota,68,4.2,1.2,0.5,51.1,36,73.9,53,11.2,1.1,,,
Sarunas,Jasikevicius,Maryland,2005,195lb,76,Kaunas,Lithuania,138,6.8,1.6,2.9,39.7,35.5,90.8,48.3,12.7,4.5,,,
John,Jenkins,Vanderbilt,2012,215lb,76,Nashville,Tennessee,171,5,1.5,0.8,44.1,36.7,84.7,52.4,11.7,3,,,
DeMarco,Johnson,Pepperdine,1976,185lb,76,San Pedro,California,1100,14.1,3.9,5,44.5,17.2,79.7,44.8,14.6,82.6,,,
Dennis,Johnson,Pepperdine,1976,185lb,76,San Pedro,California,1100,14.1,3.9,5,44.5,17.2,79.7,44.8,14.6,82.6,,,
DerMarr,Johnson,Pepperdine,1976,185lb,76,San Pedro,California,1100,14.1,3.9,5,44.5,17.2,79.7,44.8,14.6,82.6,,,
Fred,Jones,Oregon,2002,210lb,76,Malvern,Arkansas,430,7.5,2.2,2.3,41.1,35.3,80.9,47.6,11.3,16.5,,,
Jimmy,Jones,Grambling State University,1967,188lb,76,Tallulah,Louisiana,686,16.6,4.3,4.5,50.9,25,78.5,51,17.1,78.8,,,
Reggie,Jordan,New Mexico State,1994,195lb,76,Chicago,Illinois,186,2.7,1.8,1,43.3,33.3,58.5,43.6,14.1,3,,,
Harold,Keeling,Santa Clara,1986,185lb,76,New Orleans,Louisiana,20,2.2,0.3,0.5,43.6,-,71.4,43.6,16.1,0.1,,,
Jason,Kidd,California,1994,205lb,76,San Francisco,California,1391,12.6,6.3,8.7,40,34.9,78.5,46.4,17.9,138.6,,,
Sean,Kilpatrick,Cincinnati,2015,210lb,76,Yonkers,New York,157,10.3,2.7,1.5,41.3,33.5,86.2,48.7,13.2,2.6,,,
Bo,Kimble,Loyola Marymount University,1990,190lb,76,Philadelphia,Pennsylvania,105,5.5,1.5,0.9,38.6,29.1,72.8,40.8,8.1,0.1,,,
Chad,Kinch,UNC Charlotte,1980,190lb,76,Perth Amboy,New Jersey,41,2.9,0.8,1.1,36.9,-,77.8,36.9,7,-0.5,,,
Bart,Kofoed,University of Nebraska at Kearney,1988,210lb,76,Omaha,Nebraska,111,1.5,0.5,1,38.7,18.8,61.4,39.7,5.7,0,,,
Barry,Kramer,NYU,1969,200lb,76,Schenectady,New York,59,3.6,1.9,0.7,33.6,0,72.8,33.6,9.3,0.1,,,
Wayne,Kreklow,Drake University,1980,175lb,76,Neenah,Wisconsin,25,1.2,0.5,0.4,23.4,25,70,24.5,-1.9,-0.3,,,
Doron,Lamb,Kentucky,2012,210lb,76,Queens,New York,100,3.5,1,0.8,38.1,39.4,70,45.8,6.3,0.1,,,
Keith,Langford,Kansas,2007,215lb,76,Fort Worth,Texas,2,1,1,0,25,-,-,25,-2.4,0,,,
Rock,Lee,Oregon,1976,193lb,76,Boston,Massachusetts,448,7.3,2.7,3.8,41.6,32.1,70.5,42.3,12.4,10.7,,,
Ron,Lee,Oregon,1976,193lb,76,Boston,Massachusetts,448,7.3,2.7,3.8,41.6,32.1,70.5,42.3,12.4,10.7,,,
Tim,Legler,La Salle,1990,200lb,76,Washgton,District of Columbia,310,7,1.6,1.3,44.7,43.1,84,52.3,13.6,12.1,,,
Voshon,Lenard,Minnesota,1996,205lb,76,Detroit,Michigan,565,11.9,2.8,2.1,41.5,38.4,78.7,49.4,13.8,29.6,,,
Travis,Leslie,Georgia,2011,205lb,76,Atlanta,Georgia,10,1.4,0.9,0.5,35.7,-,44.4,35.7,14.6,0.1,,,
Todd,Lichti,Stanford,1989,205lb,76,Walnut Creek,California,237,7.9,2.1,1.4,46,24.4,78.9,46.6,12.2,5.6,,,
Randy,Livingston,LSU,1996,209lb,76,New Orleans,Louisiana,203,3.8,1.4,2,40.6,35.1,77.1,42.9,10,2.3,,,
Zach,Lofton,New Mexico State,2018,180lb,76,St. Paul,Minnesota,1,0,0,0,0,0,-,0,-10,0,,,
Ryan,Lorthridge,Jackson State University,1995,190lb,76,Nashville,Tennessee,37,7.4,1.9,2.7,47.5,21.4,64.8,48.2,12.9,0.4,,,
Jordan,Loyd,University of Indianapolis,2018,210lb,76,Atlanta,Georgia,12,2.4,0.8,0.5,44.4,50,81.8,55.6,16.3,0.2,,,
Tito,Maddox,Fresno State,2002,190lb,76,Compton,California,9,1.2,0.8,0.6,25,0,62.5,25,11.2,0,,,
Gerald,Madkins,UCLA,1993,200lb,76,Merced,California,48,1.7,0.5,1.4,36.6,37.5,76.2,45.1,8.7,0.3,,,
Jeff,Malone,Mississippi State,1983,205lb,76,Mobile,Alabama,905,19,2.6,2.4,48.4,26.8,87.1,48.7,15.2,54.2,,,
Kendall,Marshall,UNC,2012,200lb,76,Dumfries,Virginia,160,5,1.6,4.9,39.9,37,61.1,48,10.7,1,,,
Vernon,Maxwell,Florida,1988,180lb,76,Gaesville,Florida,855,12.8,2.6,3.4,39.8,32,73.3,46.2,12.7,27.4,,,
Rashad,McCants,UNC,2005,207lb,76,Asheville,North Carolina,249,10,2,1.3,43.1,36.8,74.1,49.9,12.9,3.6,,,
John,McCullough,Oklahoma,1981,190lb,76,Lima,Ohio,8,2.6,0.5,0.4,69.2,-,60,69.2,30.7,0.1,,,
Clint,McDaniel,Arkansas,1996,180lb,76,Tulsa,Oklahoma,12,2.5,0.8,0.6,34.8,33.3,75,39.1,15.6,0.2,,,
Jeff,McInnis,UNC,1996,190lb,76,Charlotte,North Carolina,576,9.4,2,4.4,43.1,32.8,79.6,46.1,12.6,23.1,,,
Carlton,McKinney,SMU,1989,190lb,76,San Diego,California,9,2.4,1.4,0.8,24.4,0,50,24.4,-0.1,-0.3,,,
Paul,McPherson,DePaul,2000,210lb,76,Chicago,Illinois,55,4.8,1.4,0.7,50.5,16.7,72.4,50.9,13.6,0.9,,,
Jodie,Meeks,Kentucky,2009,210lb,76,Nashville,Tennessee,539,9.3,2.1,1.1,42,37.3,87.9,51.7,12.8,24.3,,,
Cuttino,Mobley,Rhode Island,1999,190lb,76,Philadelphia,Pennsylvania,747,16,3.9,2.7,43.3,37.8,83.5,48.7,14.4,52.2,,,
Tracy,Moore,Tulsa,1992,200lb,76,Oklahoma City,Oklahoma,119,7,1.5,1,40.4,34.4,83.8,45.6,12.7,1.8,,,
Darius,Morris,Michigan,2012,190lb,76,Los Angeles,California,132,3.3,1,1.4,38.4,32.2,63,43.9,7.7,-0.3,,,
Mike,Morrison,Loyola College in Maryland,1989,195lb,76,Washgton,District of Columbia,36,2,0.6,0.3,33.8,28.6,80,35.3,4.2,-0.3,,,
Gary,Neal,Towson University,2010,210lb,76,Baltimore,Maryland,352,9.9,2.2,1.6,42.2,38.2,85,49.8,12.6,10.7,,,
DeMarcus,Nelson,Duke,2008,200lb,76,Oakland,California,13,4.1,1.8,1,44.4,0,35.7,44.4,6.5,-0.3,,,
Melvin,Newbern,Minnesota,1993,200lb,76,Toledo,Ohio,33,3.6,1.1,1.7,37.2,12.5,56.7,37.6,11.5,0,,,
Mike,Newlin,Utah,1971,200lb,76,Portland,Oregon,837,14.9,3,4,46.6,30.2,87,46.9,15.5,50.4,,,
Brian,Oliver,Georgia Tech,1990,210lb,76,Chicago,Illinois,118,3.3,1,1,38.8,22.7,70.5,39.4,8.1,-0.5,,,
Kevin,Ollie,UConn,1997,195lb,76,Dallas,Texas,662,3.8,1.5,2.3,41,31,79.2,41.2,10.9,14.5,,,
Andre,Owens,Houston,2005,200lb,76,Indianapolis,Indiana,54,3.6,1.3,1,37,37.5,71.2,42.8,8.3,0.2,,,
Smush,Parker,Fordham,2002,190lb,76,New York,New York,274,9,2.4,2.9,42.6,34.5,70.8,49.4,11.7,7.4,,,
Brandon,Paul,Illinois,2017,200lb,76,Gurnee,Illinois,64,2.3,1.1,0.6,43.3,27.8,51.2,49.2,7.4,0.5,,,
Gary,Payton II,Oregon State,1990,180lb,76,Oakland,California,1335,16.3,3.9,6.7,46.6,31.7,72.9,49.6,18.9,145.5,,,
Gary,Payton,Oregon State,1990,180lb,76,Oakland,California,1335,16.3,3.9,6.7,46.6,31.7,72.9,49.6,18.9,145.5,,,
Anthony,Peeler,Missouri,1992,208lb,76,Kansas City,Missouri,827,9.7,2.6,2.4,42.7,38.4,79.9,49.2,12.9,30.7,,,
Mel,Peterson,Wheaton College,1967,185lb,76,Thief River Falls,Minnesota,134,7.7,4.7,1.2,44.2,22.5,82,44.6,14.5,2.1,,,
Derrick,Phelps,UNC,1995,181lb,76,Queens,New York,3,0,0,0.3,0,-,0,0,-17.3,0,,,
Mike,Phelps,Alcorn State University,1985,180lb,76,Vicksburg,Mississippi,132,3.6,1.1,1,41.6,9.1,63.9,41.8,8.8,0.3,,,
Ricky,Pierce,Rice University,1982,205lb,76,Dallas,Texas,969,14.9,2.4,1.9,49.3,32.2,87.5,50.7,17.7,72.2,,,
Gabe,Pruitt,USC,2007,170lb,76,Los Angeles,California,62,2,0.8,0.8,32.1,28.3,78.3,38.2,7.7,0.4,,,
Rodney,Purvis,UConn,2018,205lb,76,Plymouth,North Carolina,16,6,1.7,1.1,32.7,25,86.7,38.8,4.5,-0.3,,,
Mark,Radford,Oregon State,1981,190lb,76,Tacoma,Washington,97,3.6,0.8,1.7,50.7,28.6,45.8,51.8,11.3,0.4,,,
